अंकन,ankan
सर्वाध्कि,sarvadhik
भैंसे,bhainsey
नीले,nile
चपटे,chapte
चम्मच,chammach
पूँछ,punchh
उठी,uthi
चिनगारी,chingari
स्पार्क,spark
भुरभुरी,bhurbhuri
दोमट,domat
loamy,loamy
दंडित,dandit
ऊर,oor
चंद्रदेवता,chandradevta
नन्ना,nannaa
सिप्पर,sippr
लर्स,lars
सूर्यदेवता,surydevataa
शम्श,shamsh
उतु,utu
शर्बत,sharabat
ices,ices
डेसर्ट,desert
फ़लुड़ा,faluda
समीपी,samipi
प्रॉक्सिमा,proxima
सेन्टॉरी,centauri
दसियों,dasiyon
लगेंगे,lagenge
जानों,jaanon
धो,dho
एलिस,ellis
चेनी,cheni
ढंगों,dhangon
ऐच्छिक,echhik
tabun,tabun
घोडे़,ghode
झारखंडी,jharkhandi
डैने,daine
गोल,gol
घुमावदार,ghumavdar
गढवाल,garhwal
लत,lat
संवाहकों,sanvaahakon
कण्डक्टर्स,conductors
गिब्स,gibs
फ़िलिक्स,felix
एंटनी,anthony
फिजी,phyji
गुड्डा,gudda
प्रतिधारणा,pratidharna
रिपोर्टों,reporton
लॉन्च,launch
प्रतिबन्धित,pratibandhit
स्पेक्ट्रोमीटर,spectrometer
सीलोन,shilon
क्रिप्टोनियन,criptonian
लूदर,ludar
डेली,deli
प्लैनेट,planet
क्रिस्टल,crystal
ढूंढकर,dhundhakar
सूरमा,surma
इंडिस्की,indiski
अनभांगिग्केट्स्कोमी,anbhangigatskosumi
इदेन्तिफ़िएर्स,identifiers
मिलान,milan
कालानुक्रमिक,kalanukramik
ऐंग्लिया,anglia
कृषिप्रधान,krishipradhan
अनजान,unjan
मित्तानी,mittaani
सा्म्राज्य,samrajy
ईपू,ipu
एशीया,asia
रचता,rachta
अक्रूर,akrur
नहुष,nahush
सितारा,sitara
क्षितिज,kshitij
परंपराओं,paramparaon
पीड़ितों,piditon
रुची,ruchi
लाभप्रद,labhprd
बांझ,baanjh
दम्पति,dampati
ज़ीनत,zeenat
अमन,aman
शाहूर,shaahur
तुगलक,tughluq
यूरोपवालों,europewalon
लहरदार,lahardaar
घुँघराले,ghunghrale
चिकने,chikne
हैंडलिंग,handling
भिलाई,bhilai
ऑग्मेंटेशन,augmentation
बेडिंग,bedding
राउरकेला,rourkela
मधुबंद,madhuband
डब्लू,w
वाशरी,washeri
खूबियों,khubiyon
सहयोगियों,sahyogiyon
वादक,vadak
काजू,kaaju
बर्फी,burfi
मिठाई,mithai
दीगर,digar
होंगी,hongi
जोय,joy
कोगावा,kogawa
वॉट,what
डू,do
इवाक्युशन,evacuation
पुण्यमित्रस्सेना,punyamitrssena
पतिस्स्वामिनं,patisswaminn
हत्वा,hatvaa
राज्यं,raajyan
करिष्यति,karishyati
अंजू,anju
बाला,bala
शबाना,shabana
लालबहादुर,lalbahadur
चेन्नै,chennai
बंगलुरू,bengaluru
वाराणसी,varanasi
संस्थित,sansthit
नोए,noye
ईद,id
कमेंटेटर,commentator
मकर,makar
मंदार,mandar
तलहट्टी,talhatti
पापहरणि,paapharni
नन्दीकेश्वर,nandikeshvara
ख़लीफ़ा,khalifa
काट्सवोल्ड,katswold
आक्सफार्ड,oxford
भली,bhali
युवराज,yuvraj
यूनिस्टार,unistar
ओवरव्हेल्मिंग,overweighting
OPSI,opsi
विवृत,vivrit
प्लीहाभाव,plihaabhaav
स्ट्रेप्टोकोकस,streptococcus
हिमोफिलस,haemophilus
अनाज,anaj
पकता,paktaa
प्रमुखतया,pramukhtaya
सोलापुर,solapur
बीता,bita
उसस्के,uske
हॉर्करक्स,horkruks
वोल्डेमॉर्ट,voldemorta
हराने,hrane
बसंत,basant
विदित,vidit
छटपटाता,chhatpatata
कीवू,kivu
इंजिनीयर,engineer
अभियाँत्रिकी,abhiyantriki
लड़े,lade
बायतू,baytu
सङक,sadak
अजमेरी,ajmeri
व्यक्तिविवेक,vyaktivivek
महिमभट्ट,mahimbhatt
काव्यशास्त्र,kavyshastra
दोस्तों,doston
पान्डेय,pandey
कुल्कर्णी,kulkarni
हरिवंशका,harivanshkaa
तस्वीरहरू,tasvirharu
इटन,eton
लुडग्रोव,ludgrove
एटन,eton
बर्कबेक,berkbeck
हिस्पैनिक,hispanic
आठवां,athavan
यथाशीघ्र,yathaashighr
अत्याचारी,atyachari
जनजातीयों,jnjaatiyon
बृहत्तर,brihattar
कृत्यों,krityon
परिवारिक,parivaarik
कर्तव्यों,kartavyon
ग्रथित,grathit
सर्कल,circle
मुख्यालयों,mukhyaalyon
नीलामी,nilami
रागिनी,ragini
तिगड़ी,tigadi
ट्रैवैन्कोर,travancore
बहनें,bahnein
छूटने,chhutane
बारबेक्यू,barbecue
रूपांकनों,rupankanon
एनबीसी,nbc
उपन्यासों,upnyason
खूबी,khubi
कमांडिंग,commanding
ऑफिसर,offiser
सीओ,co
शब,shab
पूछा,pucha
चर्तुयुग,chartuyuga
बीतने,bitne
चौदह,chaudah
अधीनता,adhinta
अयोग्य,ayogya
त्रिलोचनपाल,trilochanpal
बिठाया,bithaya
तायाबास,taibasa
सिबुयान,sibuan
टैवर्नियर,tavarnier
खादी,khadi
मृदुता,mridutaa
मज़बूती,majbuti
पारदर्शिता,pardarshita
भूरि,bhuri
लघुतर,laghutar
सुन्दा,sunda
अमोनरे,ammonare
राअमों,ramas
समन्वित,samnvit
देवस्वरूप,devsvarup
सत्तारूढ,sattarudh
फ्लिनस्टोन,flinstone
विपरित,viprit
डायनासोर,dinosaurs
चलित,chalit
जेटसन,jetson
एलियंस,alien
होलोग्राम,hologram
अविष्कारों,aviskaaron
जीवनबसर,jivanbasar
विघटित,vighatit
ट्रांसिल्वेनिया,transalvenia
वृद्धजनों,vridhjanon
नन्दन,nandan
दिनशॉ,dinshaw
दाजी,daji
नरसंहार,narsanhaar
सिंहसभा,sinhsabha
आदमकर,aadamkar
लौतोका,lautoka
गन्ना,ganna
सेवायें,sevaye
ऍफ़सीआई,fci
FCI,fci
बलिए,baliye
ऑपरेटिंग,operating
क्रूज़इस,cruise
भाड़े,bhade
दर्शनीयों,darshniyon
आहारजन्य,aahaarjany
food,food
poisonnig,poisonnig
विषों,vison
क्रीम,cream
देवासुर,devasur
टाइटैनों,taitanon
जुलती,julti
तुलसीदास,tulsidas
रामचरितमानस,ramcharitmanas
गरुड़,garuda
अवांछित,awanchhit
यथासमय,yathaasamay
बट्टागत,battaagat
निडर,nidar
हार्बल,herbal
क्लेरेंस,klerens
शेनडन,shendon
प्रतिबद्धता,pratibaddhta
उमाकांत,umakant
रजक,rajak
एक्सपोजर,exposer
तरजीह,tarjih
घोषी,ghosi
दमकता,damaktaa
अतिरक्त,atirkt
लालकुआं,laalkuaan
जंग्स्शन,junction
सिंधियों,sindhiyon
बंटवारे,bantware
हाइड्रोलाइसेट,hydrolysate
बिकते,bikte
कुलों,kulon
निस्सन्देह,nissandeh
ठहरती,thaharti
लाभप्रदता,laabhpradtaa
डिनर्स,dinners
घनवाद,ghanvaad
सतहों,sathon
कॉलेज़,collage
कॉले,kole
बीना,bina
बैनर्जी,bannerji
संभावनाशील,sambhavnashil
वासयोग्य,vaasyogya
अबुधाबी,abudhaabi
NBC,nbc
रियलिटी,reality
बॉक्सिंग,boxing
कॉन्टेंडर,contender
सुगर,sugar
लियोनार्ड,lionard
मीरा,mira
वाजपेई,vajpayee
विशेषण,vishesan
परिप्रदेश,paripradesh
स्थितिओं,sthition
खिसकता,khisakataa
पीए,piye
जानेवाले,janevale
मोड़,mode
वेस्टमिंस्टर,westminster
बेलग्राविया,belgravia
बकिंघम,buckingham
पैलेस,palace
एसडब्ल्यू,sw
बेलग्रेव,belgrav
बर्गेस,burgess
ससेक्स,sussex
गोरखा,gorkha
बमशाह,bamshah
स्वीकारा,swikara
क्लर्क,clerk
सूफी,sufi
तबीबीर,tabibir
टॉक,tok
मुजद्दीद,mujddid
बरलेवी,barlevi
अहलुस,ahalus
सुन्नत,sunnat
वाल,wall
जमैह,jamaih
अन्तध्र्यान,antadhryan
कैटल,kattel
अतिरिक्त्,atirikt
जॉय,joy
देब,deb
सांकेतिक,sanketik
ऑस्टियोक्लास्ट,osteoclast
ओडोंटोक्लास्ट,odontoclast
दाँतों,daanton
सोख,sokh
दाँत,daant
लान,lawn
झुकते,jhukate
चोगे,choge
कालान्तर,kalantar
मेहरोत्रा,mehrotra
स्रोंतों,sronton
सुव्यवस्थित,suvyavasthit
मार्टिनस,martinus
स्क्रिबलेरस,scriblerus
यादों,yadon
ट्रैवल,travel
किताबघर,kitabghar
अशांति,ashanti
केंद,kendra
अपनयन,apanayan
नशो,nasho
बहरी,bahari
रोमानीकरण,romanikaran
प्रोटो,proto
निछ्ली,nichhali
कलारूप,kalaarup
गोदावरी,godavari
कोन्गुर,kongur
ताग़,tung
मुज़ताग़,mujtag
भूवैज्ञानिक,bhuvaigyanik
लेखत,lekhat
अशिक्षा,ashikshaa
बेरोजगारी,berojgari
हालाकी,haalaaki
केम्पिन्सकी,kempinski
सुधारकों,sudharkon
उबायदुल्ला,ubaydullaa
उबादी,ubadi
